Variable_name	Value
Innodb_adaptive_hash_non_hash_searches	0
Innodb_async_reads_pending	0
Innodb_async_reads_tasks_running	0
Innodb_async_reads_total_count	129
Innodb_async_reads_total_enqueues	0
Innodb_async_reads_queue_size	0
Innodb_async_reads_wait_slot_sec	0.000000
Innodb_async_writes_pending	0
Innodb_async_writes_tasks_running	0
Innodb_async_writes_total_count	0
Innodb_async_writes_total_enqueues	0
Innodb_async_writes_queue_size	0
Innodb_async_writes_wait_slot_sec	0.000000
Innodb_background_log_sync	18528
Innodb_buffer_pool_dump_status	
Innodb_buffer_pool_load_status	Buffer pool(s) load completed at 260415  7:44:18
Innodb_buffer_pool_resize_status	
Innodb_buffer_pool_load_incomplete	OFF
Innodb_buffer_pool_pages_data	437
Innodb_buffer_pool_bytes_data	7159808
Innodb_buffer_pool_pages_dirty	70
Innodb_buffer_pool_bytes_dirty	1146880
Innodb_buffer_pool_pages_flushed	0
Innodb_buffer_pool_pages_free	7675
Innodb_buffer_pool_pages_made_not_young	0
Innodb_buffer_pool_pages_made_young	0
Innodb_buffer_pool_pages_misc	0
Innodb_buffer_pool_pages_old	0
Innodb_buffer_pool_pages_total	8112
Innodb_buffer_pool_pages_lru_flushed	0
Innodb_buffer_pool_pages_lru_freed	0
Innodb_buffer_pool_pages_split	1
Innodb_buffer_pool_read_ahead_rnd	0
Innodb_buffer_pool_read_ahead	0
Innodb_buffer_pool_read_ahead_evicted	0
Innodb_buffer_pool_read_requests	3833
Innodb_buffer_pool_reads	274
Innodb_buffer_pool_wait_free	0
Innodb_buffer_pool_write_requests	1069
Innodb_checkpoint_age	88193
Innodb_checkpoint_max_age	53640439
Innodb_data_fsyncs	34
Innodb_data_pending_fsyncs	0
Innodb_data_pending_reads	0
Innodb_data_pending_writes	0
Innodb_data_read	4489216
Innodb_data_reads	306
Innodb_data_writes	0
Innodb_data_written	0
Innodb_dblwr_pages_written	0
Innodb_dblwr_writes	0
Innodb_deadlocks	0
Innodb_history_list_length	0
Innodb_log_waits	0
Innodb_log_write_requests	930
Innodb_log_writes	22
Innodb_lsn_current	1503995
Innodb_lsn_flushed	1503995
Innodb_lsn_last_checkpoint	1415802
Innodb_master_thread_active_loops	0
Innodb_master_thread_idle_loops	18528
Innodb_max_trx_id	1036
Innodb_mem_adaptive_hash	0
Innodb_mem_dictionary	890088
Innodb_os_log_written	88193
Innodb_page_size	16384
Innodb_pages_created	163
Innodb_pages_read	274
Innodb_pages_written	0
Innodb_row_lock_current_waits	0
Innodb_row_lock_time	0
Innodb_row_lock_time_avg	0
Innodb_row_lock_time_max	0
Innodb_row_lock_waits	0
Innodb_num_open_files	26
Innodb_truncated_status_writes	0
Innodb_available_undo_logs	128
Innodb_undo_truncations	0
Innodb_page_compression_saved	0
Innodb_num_pages_page_compressed	0
Innodb_num_page_compressed_trim_op	0
Innodb_num_pages_page_decompressed	0
Innodb_num_pages_page_compression_error	0
Innodb_num_pages_encrypted	0
Innodb_num_pages_decrypted	0
Innodb_have_lz4	OFF
Innodb_have_lzo	OFF
Innodb_have_lzma	OFF
Innodb_have_bzip2	OFF
Innodb_have_snappy	OFF
Innodb_have_punch_hole	ON
Innodb_instant_alter_column	0
Innodb_onlineddl_rowlog_rows	0
Innodb_onlineddl_rowlog_pct_used	0
Innodb_onlineddl_pct_progress	0
Innodb_encryption_rotation_pages_read_from_cache	0
Innodb_encryption_rotation_pages_read_from_disk	0
Innodb_encryption_rotation_pages_modified	0
Innodb_encryption_rotation_pages_flushed	0
Innodb_encryption_rotation_estimated_iops	0
Innodb_encryption_n_merge_blocks_encrypted	0
Innodb_encryption_n_merge_blocks_decrypted	0
Innodb_encryption_n_rowlog_blocks_encrypted	0
Innodb_encryption_n_rowlog_blocks_decrypted	0
Innodb_encryption_n_temp_blocks_encrypted	0
Innodb_encryption_n_temp_blocks_decrypted	0
Innodb_encryption_num_key_requests	0
Innodb_bulk_operations	0
Key_blocks_not_flushed	0
Key_blocks_unused	8
Key_blocks_used	0
Key_blocks_warm	0
Key_read_requests	0
Key_reads	0
Key_write_requests	0
Key_writes	0
Last_query_cost	0.000000
Master_gtid_wait_count	0
Master_gtid_wait_time	0
Master_gtid_wait_timeouts	0
Max_memory_used	NULL
Max_statement_time_exceeded	0
Max_tmp_space_used	16384
Max_used_connections	25
Max_used_connections_time	2026-04-15 07:44:20
Memory_used	310889552
Memory_used_initial	304128248
Not_flushed_delayed_rows	0
Open_files	63
Open_streams	4
Open_table_definitions	127
Open_tables	144
Opened_files	2855
Opened_plugin_libraries	0
Opened_table_definitions	145
Opened_tables	155
Opened_views	0
Optimizer_join_prefixes_check_calls	1200
Performance_schema_accounts_lost	0
Performance_schema_cond_classes_lost	0
Performance_schema_cond_instances_lost	0
Performance_schema_digest_lost	0
Performance_schema_file_classes_lost	0
Performance_schema_file_handles_lost	0
Performance_schema_file_instances_lost	0
Performance_schema_hosts_lost	0
Performance_schema_index_stat_lost	0
Performance_schema_locker_lost	0
Performance_schema_memory_classes_lost	0
Performance_schema_metadata_lock_lost	0
Performance_schema_mutex_classes_lost	0
Performance_schema_mutex_instances_lost	0
Performance_schema_nested_statement_lost	0
Performance_schema_prepared_statements_lost	0
Performance_schema_program_lost	0
Performance_schema_rwlock_classes_lost	0
Performance_schema_rwlock_instances_lost	0
Performance_schema_session_connect_attrs_lost	0
Performance_schema_socket_classes_lost	0
Performance_schema_socket_instances_lost	0
Performance_schema_stage_classes_lost	0
Performance_schema_statement_classes_lost	0
Performance_schema_table_handles_lost	0
Performance_schema_table_instances_lost	0
Performance_schema_table_lock_stat_lost	0
Performance_schema_thread_classes_lost	0
Performance_schema_thread_instances_lost	0
Performance_schema_users_lost	0
Prepared_stmt_count	0
Qcache_free_blocks	0
Qcache_free_memory	0
Qcache_hits	0
Qcache_inserts	0
Qcache_lowmem_prunes	0
Qcache_not_cached	0
Qcache_queries_in_cache	0
Qcache_total_blocks	0
Queries	1736
Query_time	0.149112
Questions	600
Resultset_metadata_skipped	356
Rows_read	575
Rows_sent	1030
Rows_tmp_read	960
Rpl_semi_sync_master_clients	0
Rpl_semi_sync_master_get_ack	0
Rpl_semi_sync_master_net_avg_wait_time	0
Rpl_semi_sync_master_net_wait_time	0
Rpl_semi_sync_master_net_waits	0
Rpl_semi_sync_master_no_times	0
Rpl_semi_sync_master_no_tx	0
Rpl_semi_sync_master_request_ack	0
Rpl_semi_sync_master_status	OFF
Rpl_semi_sync_master_timefunc_failures	0
Rpl_semi_sync_master_tx_avg_wait_time	0
Rpl_semi_sync_master_tx_wait_time	0
Rpl_semi_sync_master_tx_waits	0
Rpl_semi_sync_master_wait_pos_backtraverse	0
Rpl_semi_sync_master_wait_sessions	0
Rpl_semi_sync_master_yes_tx	0
Rpl_semi_sync_slave_send_ack	0
Rpl_semi_sync_slave_status	OFF
Rpl_status	AUTH_MASTER
Rpl_transactions_multi_engine	0
Select_full_join	17
Select_full_range_join	0
Select_range	27
Select_range_check	0
Select_scan	149
Slave_connections	0
Slave_heartbeat_period	0.000
Slave_open_temp_tables	0
Slave_received_heartbeats	0
Slave_retried_transactions	0
Slave_running	OFF
Slave_skipped_errors	0
Slaves_connected	0
Slaves_running	0
Slow_launch_threads	0
Slow_queries	0
Sort_merge_passes	0
Sort_priority_queue_sorts	0
Sort_range	0
Sort_rows	37
Sort_scan	8
Ssl_accept_renegotiates	0
Ssl_accepts	4
Ssl_callback_cache_hits	0
Ssl_cipher	TLS_AES_256_GCM_SHA384
Ssl_cipher_list	TLS_AES_256_GCM_SHA384:TLS_CHACHA20_POLY1305_SHA256:TLS_AES_128_GCM_SHA256:ECDHE-ECDSA-AES256-GCM-SHA384:ECDHE-RSA-AES256-GCM-SHA384:DHE-RSA-AES256-GCM-SHA384:ECDHE-ECDSA-CHACHA20-POLY1305:ECDHE-RSA-CHACHA20-POLY1305:DHE-RSA-CHACHA20-POLY1305:ECDHE-ECDSA-AES128-GCM-SHA256:ECDHE-RSA-AES128-GCM-SHA256:DHE-RSA-AES128-GCM-SHA256:ECDHE-ECDSA-AES256-SHA384:ECDHE-RSA-AES256-SHA384:DHE-RSA-AES256-SHA256:ECDHE-ECDSA-AES128-SHA256:ECDHE-RSA-AES128-SHA256:DHE-RSA-AES128-SHA256:ECDHE-ECDSA-AES256-SHA:ECDHE-RSA-AES256-SHA:DHE-RSA-AES256-SHA:ECDHE-ECDSA-AES128-SHA:ECDHE-RSA-AES128-SHA:DHE-RSA-AES128-SHA:RSA-PSK-AES256-GCM-SHA384:DHE-PSK-AES256-GCM-SHA384:RSA-PSK-CHACHA20-POLY1305:DHE-PSK-CHACHA20-POLY1305:ECDHE-PSK-CHACHA20-POLY1305:AES256-GCM-SHA384:PSK-AES256-GCM-SHA384:PSK-CHACHA20-POLY1305:RSA-PSK-AES128-GCM-SHA256:DHE-PSK-AES128-GCM-SHA256:AES128-GCM-SHA256:PSK-AES128-GCM-SHA256:AES256-SHA256:AES128-SHA256:ECDHE-PSK-AES256-CBC-SHA384:ECDHE-PSK-AES256-CBC-SHA:SRP-RSA-AES-256-CBC-SHA:SRP-AES-256-CBC-SHA:RSA-PSK-AES256-CBC-SHA384:DHE-PSK-AES256-CBC-SHA384:RSA-PSK-AES256-CBC-SHA:DHE-PSK-AES256-CBC-SHA:AES256-SHA:PSK-AES256-CBC-SHA384:PSK-AES256-CBC-SHA:ECDHE-PSK-AES128-CBC-SHA256:ECDHE-PSK-AES128-CBC-SHA:SRP-RSA-AES-128-CBC-SHA:SRP-AES-128-CBC-SHA:RSA-PSK-AES128-CBC-SHA256:DHE-PSK-AES128-CBC-SHA256:RSA-PSK-AES128-CBC-SHA:DHE-PSK-AES128-CBC-SHA:AES128-SHA:PSK-AES128-CBC-SHA256:PSK-AES128-CBC-SHA
Ssl_client_connects	0
Ssl_connect_renegotiates	0
Ssl_ctx_verify_depth	18446744073709551615
Ssl_ctx_verify_mode	5
Ssl_default_timeout	7200
Ssl_finished_accepts	4
Ssl_finished_connects	0
Ssl_server_not_after	Apr 11 23:44:18 2036 GMT
Ssl_server_not_before	Apr 14 23:44:18 2026 GMT
Ssl_session_cache_hits	0
Ssl_session_cache_misses	0
Ssl_session_cache_mode	SERVER
Ssl_session_cache_overflows	0
Ssl_session_cache_size	128
Ssl_session_cache_timeouts	0
Ssl_sessions_reused	0
Ssl_used_session_cache_entries	0
Ssl_verify_depth	18446744073709551615
Ssl_verify_mode	5
Ssl_version	TLSv1.3
Stack_usage	0
Subquery_cache_hit	0
Subquery_cache_miss	0
Syncs	61
Table_locks_immediate	60
Table_locks_waited	0
Table_open_cache_active_instances	1
Table_open_cache_hits	3654
Table_open_cache_misses	153
Table_open_cache_overflows	0
Tc_log_max_pages_used	0
Tc_log_page_size	4096
Tc_log_page_waits	0
Threadpool_idle_threads	0
Threadpool_threads	0
Threads_cached	0
Threads_connected	6
Threads_created	26
Threads_running	1
Tmp_space_used	0
Transactions_gtid_foreign_engine	0
Transactions_multi_engine	0
Update_scan	0
Uptime	18530
Uptime_since_flush_status	18530
wsrep	0
wsrep_applier_thread_count	0
wsrep_cluster_capabilities	
wsrep_cluster_conf_id	-1
wsrep_cluster_size	0
wsrep_cluster_state_uuid	
wsrep_cluster_status	Disconnected
wsrep_connected	OFF
wsrep_local_bf_aborts	0
wsrep_local_index	18446744073709551615
wsrep_provider_capabilities	
wsrep_provider_name	
wsrep_provider_vendor	
wsrep_provider_version	
wsrep_ready	OFF
wsrep_rollbacker_thread_count	0
wsrep_thread_count	0
Variable_name	Value
allow_suspicious_udfs	OFF
alter_algorithm	DEFAULT
analyze_max_length	4294967295
analyze_sample_percentage	100.000000
aria_block_size	8192
aria_checkpoint_interval	30
aria_checkpoint_log_activity	1048576
aria_encrypt_tables	OFF
aria_force_start_after_recovery_failures	0
aria_group_commit	none
aria_group_commit_interval	0
aria_log_dir_path	/home/genegulanesjr/.local/share/akonadi/db_data/
aria_log_file_size	1073741824
aria_log_purge_type	immediate
aria_max_sort_file_size	9223372036853727232
aria_page_checksum	ON
aria_pagecache_age_threshold	300
aria_pagecache_buffer_size	134217728
aria_pagecache_division_limit	100
aria_pagecache_file_hash_size	512
aria_pagecache_segments	1
aria_recover_options	BACKUP,QUICK
aria_repair_threads	1
aria_sort_buffer_size	268434432
aria_stats_method	nulls_unequal
aria_sync_log_dir	NEWFILE
aria_used_for_temp_tables	ON
auto_increment_increment	1
auto_increment_offset	1
autocommit	ON
automatic_sp_privileges	ON
back_log	101
basedir	/usr/
bind_address	
binlog_alter_two_phase	OFF
binlog_annotate_row_events	ON
binlog_cache_size	32768
binlog_checksum	CRC32
binlog_commit_wait_count	0
binlog_commit_wait_usec	100000
binlog_direct_non_transactional_updates	OFF
binlog_do_db	
binlog_expire_logs_seconds	0
binlog_file_cache_size	16384
binlog_format	MIXED
binlog_gtid_index	ON
binlog_gtid_index_page_size	4096
binlog_gtid_index_span_min	65536
binlog_ignore_db	
binlog_large_commit_threshold	134217728
binlog_legacy_event_pos	OFF
binlog_optimize_thread_scheduling	ON
binlog_row_event_max_size	8192
binlog_row_image	FULL
binlog_row_metadata	NO_LOG
binlog_space_limit	0
binlog_stmt_cache_size	32768
block_encryption_mode	aes-128-ecb
bulk_insert_buffer_size	8388608
character_set_client	utf8mb3
character_set_collations	utf8mb3=utf8mb3_uca1400_ai_ci,ucs2=ucs2_uca1400_ai_ci,utf8mb4=utf8mb4_uca1400_ai_ci,utf16=utf16_uca1400_ai_ci,utf32=utf32_uca1400_ai_ci
character_set_connection	utf8mb3
character_set_database	utf8mb3
character_set_filesystem	binary
character_set_results	utf8mb3
character_set_server	utf8mb3
character_set_system	utf8mb3
character_sets_dir	/usr/share/mysql/charsets/
check_constraint_checks	ON
collation_connection	utf8mb3_general_ci
collation_database	utf8mb3_general_ci
collation_server	utf8mb3_general_ci
column_compression_threshold	100
column_compression_zlib_level	6
column_compression_zlib_strategy	DEFAULT_STRATEGY
column_compression_zlib_wrap	OFF
completion_type	NO_CHAIN
concurrent_insert	AUTO
connect_timeout	10
core_file	OFF
create_tmp_table_binlog_formats	STATEMENT
datadir	/home/genegulanesjr/.local/share/akonadi/db_data/
deadlock_search_depth_long	15
deadlock_search_depth_short	4
deadlock_timeout_long	50000000
deadlock_timeout_short	10000
default_password_lifetime	0
default_regex_flags	
default_storage_engine	InnoDB
default_tmp_storage_engine	
default_week_format	0
delay_key_write	ON
delayed_insert_limit	100
delayed_insert_timeout	300
delayed_queue_size	1000
disconnect_on_expired_password	OFF
div_precision_increment	4
encrypt_binlog	OFF
encrypt_tmp_disk_tables	OFF
encrypt_tmp_files	OFF
enforce_storage_engine	
eq_range_index_dive_limit	200
event_scheduler	DISABLED
expensive_subquery_limit	100
expire_logs_days	0.000000
explicit_defaults_for_timestamp	ON
extra_max_connections	1
extra_port	0
flush	OFF
flush_time	0
foreign_key_checks	ON
ft_boolean_syntax	+ -><()~*:""&|
ft_max_word_len	84
ft_min_word_len	4
ft_query_expansion_limit	20
ft_stopword_file	(built-in)
general_log	OFF
general_log_file	gulaneskorpcachyos.log
group_concat_max_len	1048576
gtid_binlog_pos	
gtid_binlog_state	
gtid_cleanup_batch_size	64
gtid_current_pos	
gtid_domain_id	0
gtid_ignore_duplicates	OFF
gtid_pos_auto_engines	
gtid_slave_pos	
gtid_strict_mode	OFF
have_compress	YES
have_crypt	YES
have_dynamic_loading	YES
have_geometry	YES
have_openssl	YES
have_profiling	YES
have_query_cache	YES
have_rtree_keys	YES
have_ssl	YES
have_symlink	YES
histogram_size	254
histogram_type	JSON_HB
host_cache_size	384
hostname	gulaneskorpcachyos
idle_readonly_transaction_timeout	0
idle_transaction_timeout	0
idle_write_transaction_timeout	0
ignore_builtin_innodb	OFF
ignore_db_dirs	
in_predicate_conversion_threshold	1000
init_connect	
init_file	
init_slave	
innodb_adaptive_flushing	ON
innodb_adaptive_flushing_lwm	10.000000
innodb_adaptive_hash_index	OFF
innodb_adaptive_hash_index_cells	34679
innodb_adaptive_hash_index_parts	8
innodb_alter_copy_bulk	ON
innodb_autoextend_increment	64
innodb_autoinc_lock_mode	1
innodb_buf_dump_status_frequency	0
innodb_buffer_pool_chunk_size	0
innodb_buffer_pool_dump_at_shutdown	ON
innodb_buffer_pool_dump_now	OFF
innodb_buffer_pool_dump_pct	25
innodb_buffer_pool_filename	ib_buffer_pool
innodb_buffer_pool_load_abort	OFF
innodb_buffer_pool_load_at_startup	ON
innodb_buffer_pool_load_now	OFF
innodb_buffer_pool_size	134217728
innodb_buffer_pool_size_auto_min	134217728
innodb_buffer_pool_size_max	134217728
innodb_checksum_algorithm	full_crc32
innodb_cmp_per_index_enabled	OFF
innodb_compression_algorithm	zlib
innodb_compression_default	OFF
innodb_compression_failure_threshold_pct	5
innodb_compression_level	6
innodb_compression_pad_pct_max	50
innodb_data_file_buffering	OFF
innodb_data_file_path	ibdata1:12M:autoextend
innodb_data_file_write_through	OFF
innodb_data_home_dir	
innodb_deadlock_detect	ON
innodb_deadlock_report	full
innodb_default_encryption_key_id	1
innodb_default_row_format	dynamic
innodb_disable_sort_file_cache	OFF
innodb_doublewrite	ON
innodb_encrypt_log	OFF
innodb_encrypt_tables	OFF
innodb_encrypt_temporary_tables	OFF
innodb_encryption_rotate_key_age	1
innodb_encryption_rotation_iops	100
innodb_encryption_threads	0
innodb_fast_shutdown	1
innodb_fatal_semaphore_wait_threshold	600
innodb_file_per_table	ON
innodb_fill_factor	100
innodb_flush_log_at_timeout	1
innodb_flush_log_at_trx_commit	2
innodb_flush_method	O_DIRECT
innodb_flush_neighbors	1
innodb_flush_sync	ON
innodb_flushing_avg_loops	30
innodb_force_primary_key	OFF
innodb_force_recovery	0
innodb_ft_aux_table	
innodb_ft_cache_size	8000000
innodb_ft_enable_diag_print	OFF
innodb_ft_enable_stopword	ON
innodb_ft_max_token_size	84
innodb_ft_min_token_size	3
innodb_ft_num_word_optimize	2000
innodb_ft_result_cache_limit	2000000000
innodb_ft_server_stopword_table	
innodb_ft_sort_pll_degree	2
innodb_ft_total_cache_size	640000000
innodb_ft_user_stopword_table	
innodb_immediate_scrub_data_uncompressed	OFF
innodb_instant_alter_column_allowed	add_drop_reorder
innodb_io_capacity	200
innodb_io_capacity_max	2000
innodb_linux_aio	auto
innodb_lock_wait_timeout	50
innodb_log_buffer_size	2097152
innodb_log_checkpoint_now	OFF
innodb_log_file_buffering	ON
innodb_log_file_mmap	OFF
innodb_log_file_size	67108864
innodb_log_file_write_through	OFF
innodb_log_group_home_dir	./
innodb_log_spin_wait_delay	0
innodb_log_write_ahead_size	512
innodb_lru_flush_size	0
innodb_lru_scan_depth	1536
innodb_max_dirty_pages_pct	90.000000
innodb_max_dirty_pages_pct_lwm	0.000000
innodb_max_purge_lag	0
innodb_max_purge_lag_delay	0
innodb_max_purge_lag_wait	4294967295
innodb_max_undo_log_size	10485760
innodb_monitor_disable	
innodb_monitor_enable	
innodb_monitor_reset	
innodb_monitor_reset_all	
innodb_old_blocks_pct	37
innodb_old_blocks_time	1000
innodb_online_alter_log_max_size	134217728
innodb_open_files	300
innodb_optimize_fulltext_only	OFF
innodb_page_size	16384
innodb_prefix_index_cluster_optimization	OFF
innodb_print_all_deadlocks	OFF
innodb_purge_batch_size	127
innodb_purge_rseg_truncate_frequency	128
innodb_purge_threads	4
innodb_random_read_ahead	OFF
innodb_read_ahead_threshold	56
innodb_read_io_threads	4
innodb_read_only	OFF
innodb_read_only_compressed	OFF
innodb_rollback_on_timeout	OFF
innodb_snapshot_isolation	ON
innodb_sort_buffer_size	1048576
innodb_spin_wait_delay	4
innodb_stats_auto_recalc	ON
innodb_stats_include_delete_marked	OFF
innodb_stats_method	nulls_equal
innodb_stats_modified_counter	0
innodb_stats_on_metadata	OFF
innodb_stats_persistent	ON
innodb_stats_persistent_sample_pages	20
innodb_stats_traditional	ON
innodb_stats_transient_sample_pages	8
innodb_status_output	OFF
innodb_status_output_locks	OFF
innodb_strict_mode	ON
innodb_sync_spin_loops	30
innodb_table_locks	ON
innodb_temp_data_file_path	ibtmp1:12M:autoextend
innodb_tmpdir	
innodb_truncate_temporary_tablespace_now	OFF
innodb_undo_directory	./
innodb_undo_log_truncate	OFF
innodb_undo_tablespaces	3
innodb_use_atomic_writes	ON
innodb_use_native_aio	ON
innodb_write_io_threads	4
interactive_timeout	28800
join_buffer_size	262144
join_buffer_space_limit	2097152
join_cache_level	2
keep_files_on_create	OFF
key_buffer_size	16384
key_cache_age_threshold	300
key_cache_block_size	1024
key_cache_division_limit	100
key_cache_file_hash_size	512
key_cache_segments	0
large_files_support	ON
large_pages	OFF
lc_messages	en_US
lc_messages_dir	
lc_time_names	en_US
license	GPL
local_infile	ON
lock_wait_timeout	86400
locked_in_memory	OFF
log_bin	OFF
log_bin_basename	
log_bin_compress	OFF
log_bin_compress_min_len	256
log_bin_index	
log_bin_trust_function_creators	OFF
log_disabled_statements	sp
log_error	./mysql.err
log_output	FILE
log_queries_not_using_indexes	OFF
log_slave_updates	OFF
log_slow_admin_statements	ON
log_slow_always_query_time	31536000.000000
log_slow_disabled_statements	sp
log_slow_filter	admin,filesort,filesort_on_disk,filesort_priority_queue,full_join,full_scan,query_cache,query_cache_miss,tmp_table,tmp_table_on_disk
log_slow_max_warnings	10
log_slow_min_examined_row_limit	0
log_slow_query	OFF
log_slow_query_file	gulaneskorpcachyos-slow.log
log_slow_query_time	10.000000
log_slow_rate_limit	1
log_slow_slave_statements	ON
log_slow_verbosity	
log_tc_size	24576
log_warnings	2
